Date,Open,High,Low,Close,Volume
01/04/2008,1444.01,1444.01,1411.19,1411.63,4166000000
01/07/2008,1414.07,1423.87,1403.45,1416.18,4221260000
01/08/2008,1415.71,1430.28,1388.30,1390.19,4705390000
01/09/2008,1390.25,1409.19,1378.70,1409.13,5351030000
01/10/2008,1406.78,1429.09,1395.31,1420.33,5170490000
01/11/2008,1419.91,1419.91,1394.83,1401.02,4495840000
01/14/2008,1402.91,1417.89,1402.91,1416.25,3682090000
01/15/2008,1411.88,1411.88,1380.60,1380.95,4601640000
01/16/2008,1377.41,1391.99,1364.27,1373.20,5440620000
01/17/2008,1374.79,1377.72,1330.67,1333.25,5303130000
01/18/2008,1333.90,1350.28,1312.51,1325.19,6004840000
01/22/2008,1312.94,1322.09,1274.29,1310.50,6544690000
01/23/2008,1310.41,1339.09,1270.05,1338.60,3241680000
01/24/2008,1340.13,1355.15,1334.31,1352.07,5735300000
01/25/2008,1357.32,1368.56,1327.50,1330.61,4882250000
01/28/2008,1330.70,1353.97,1322.26,1353.96,4100930000
01/29/2008,1355.94,1364.93,1350.19,1362.30,4232960000
01/30/2008,1362.22,1385.86,1352.95,1355.81,4742760000
01/31/2008,1351.98,1385.62,1334.08,1378.55,4970290000
02/01/2008,1378.60,1396.02,1375.93,1395.42,4650770000
02/04/2008,1395.38,1395.38,1379.69,1380.82,3495780000
02/05/2008,1380.28,1380.28,1336.64,1336.64,4315740000
02/06/2008,1339.48,1351.96,1324.34,1326.45,4008120000
02/07/2008,1324.01,1347.16,1316.75,1336.91,4589160000
02/08/2008,1336.88,1341.22,1321.06,1331.29,3768490000
02/11/2008,1331.92,1341.40,1320.32,1339.13,3593140000
02/12/2008,1340.55,1362.10,1339.36,1348.86,4044640000
02/13/2008,1353.12,1369.23,1350.78,1367.21,3856420000
02/14/2008,1367.33,1368.16,1347.31,1348.86,3644760000
02/15/2008,1347.52,1350.00,1338.13,1349.99,3583300000
02/19/2008,1355.86,1367.28,1345.05,1348.78,3613550000
02/20/2008,1348.39,1363.71,1336.55,1360.03,3870520000
02/21/2008,1362.21,1367.94,1339.34,1342.53,3696660000
02/22/2008,1344.22,1354.30,1327.04,1353.11,3572660000
02/25/2008,1352.75,1374.36,1346.03,1371.80,3866350000
02/26/2008,1371.76,1387.34,1363.29,1381.29,4096060000
02/27/2008,1378.95,1388.34,1372.00,1380.02,3904700000
02/28/2008,1378.16,1378.16,1363.16,1367.68,3938580000
02/29/2008,1364.07,1364.07,1325.42,1330.63,4426730000
03/03/2008,1330.45,1335.13,1320.04,1331.34,4117570000
03/04/2008,1329.58,1331.03,1307.39,1326.75,4757180000
03/05/2008,1327.69,1344.19,1320.22,1333.70,4277710000
03/06/2008,1332.20,1332.20,1303.42,1304.34,4323460000
03/07/2008,1301.53,1313.24,1282.43,1293.37,4565410000
03/10/2008,1293.16,1295.01,1272.66,1273.37,4261240000
03/11/2008,1274.40,1320.65,1274.40,1320.65,5109080000
03/12/2008,1321.13,1333.26,1307.86,1308.77,4414280000
03/13/2008,1305.26,1321.68,1282.11,1315.48,5073360000
03/14/2008,1316.05,1321.47,1274.86,1288.14,5153780000
03/17/2008,1283.21,1287.50,1256.98,1276.60,5683010000
03/18/2008,1277.16,1330.74,1277.16,1330.74,5335630000
03/19/2008,1330.97,1341.51,1298.42,1298.42,1203830000
03/20/2008,1299.67,1330.67,1295.22,1329.51,6145220000
03/24/2008,1330.29,1359.68,1330.29,1349.88,4499000000
03/25/2008,1349.07,1357.47,1341.21,1352.99,4145120000
03/26/2008,1352.45,1352.45,1336.41,1341.13,4055670000
03/27/2008,1340.34,1345.62,1325.66,1325.76,4037930000
03/28/2008,1327.02,1334.87,1312.95,1315.22,3686980000
03/31/2008,1315.92,1328.52,1312.81,1322.70,4188990000
04/01/2008,1326.41,1370.18,1326.41,1370.18,4745120000
04/02/2008,1369.96,1377.95,1361.55,1367.53,4320440000
04/03/2008,1365.69,1375.66,1358.68,1369.31,3920100000
04/04/2008,1369.85,1380.91,1362.83,1370.40,3703100000
04/07/2008,1373.69,1386.74,1369.02,1372.54,3747780000
04/08/2008,1370.16,1370.16,1360.62,1365.54,3602500000
04/09/2008,1365.50,1368.39,1349.97,1354.49,3556670000
04/10/2008,1355.37,1367.24,1350.11,1360.55,3686150000
04/11/2008,1357.98,1357.98,1331.21,1332.83,3723790000
04/14/2008,1332.20,1335.64,1326.16,1328.32,3565020000
04/15/2008,1331.72,1337.72,1324.35,1334.43,3581230000
04/16/2008,1337.02,1365.49,1337.02,1364.71,4260370000
04/17/2008,1363.37,1368.60,1357.25,1365.56,3713880000
04/18/2008,1369.00,1395.90,1369.00,1390.33,4222380000
04/21/2008,1387.72,1390.23,1379.25,1388.17,3420570000
04/22/2008,1386.43,1386.43,1369.84,1375.94,3821900000
04/23/2008,1378.40,1387.87,1372.24,1379.93,4103610000
04/24/2008,1380.52,1397.72,1371.09,1388.82,4461660000
04/25/2008,1387.88,1399.11,1379.98,1397.84,3891150000
04/28/2008,1397.96,1402.90,1394.40,1396.37,3607000000
04/29/2008,1395.61,1397.00,1386.70,1390.94,3815320000
04/30/2008,1391.22,1404.57,1384.25,1385.59,4508890000
05/01/2008,1385.97,1410.07,1383.07,1409.34,4448780000
05/02/2008,1409.16,1422.72,1406.25,1413.90,3953030000
05/05/2008,1415.34,1415.34,1404.37,1407.49,3410090000
05/06/2008,1405.60,1421.57,1397.10,1418.26,3924100000
05/07/2008,1417.49,1419.54,1391.16,1392.57,4075860000
05/08/2008,1394.29,1402.35,1389.39,1397.68,3827550000
05/09/2008,1394.90,1394.90,1384.11,1388.28,3518620000
05/12/2008,1389.40,1404.06,1386.20,1403.58,3370630000
05/13/2008,1404.40,1406.30,1396.26,1403.04,4018590000
05/14/2008,1405.65,1420.19,1405.65,1408.66,3979370000
05/15/2008,1408.36,1424.40,1406.87,1423.57,3836480000
05/16/2008,1423.89,1425.82,1414.35,1425.35,3842590000
05/19/2008,1425.28,1440.24,1421.63,1426.63,3683970000
05/20/2008,1424.49,1424.49,1409.09,1413.40,3854320000
05/21/2008,1414.06,1419.12,1388.81,1390.71,4517990000
05/22/2008,1390.83,1399.07,1390.23,1394.35,3955960000
05/23/2008,1392.20,1392.20,1373.72,1375.93,3516380000
05/27/2008,1375.97,1387.40,1373.07,1385.35,3588860000
05/28/2008,1386.54,1391.25,1378.16,1390.84,3927240000
05/29/2008,1390.50,1406.32,1388.59,1398.26,3894440000
05/30/2008,1398.36,1404.46,1398.08,1400.38,3845630000
06/02/2008,1399.62,1399.62,1377.79,1385.67,3714320000
06/03/2008,1386.42,1393.12,1370.12,1377.65,4396380000
06/04/2008,1376.26,1388.18,1371.74,1377.20,4338640000
06/05/2008,1377.48,1404.05,1377.48,1404.05,4350790000
06/06/2008,1400.06,1400.06,1359.90,1360.68,4771660000
06/09/2008,1360.83,1370.63,1350.62,1361.76,4404570000
06/10/2008,1358.98,1366.84,1351.56,1358.44,4635070000
06/11/2008,1357.09,1357.09,1335.47,1335.49,4779980000
06/12/2008,1335.78,1353.03,1331.29,1339.87,4734240000
06/13/2008,1341.81,1360.03,1341.71,1360.03,4080420000
06/16/2008,1358.85,1364.70,1352.07,1360.14,3706940000
06/17/2008,1360.71,1366.59,1350.54,1350.93,3801960000
06/18/2008,1349.59,1349.59,1333.40,1337.81,4573570000
06/19/2008,1336.89,1347.66,1330.50,1342.83,4811670000
06/20/2008,1341.02,1341.02,1314.46,1317.93,5324900000
06/23/2008,1319.77,1323.78,1315.31,1318.00,4186370000
06/24/2008,1317.23,1326.02,1304.42,1314.29,4705050000
06/25/2008,1314.54,1335.63,1314.54,1321.97,4825640000
06/26/2008,1316.29,1316.29,1283.15,1283.15,5231280000
06/27/2008,1283.60,1289.45,1272.00,1278.38,6208260000
06/30/2008,1278.06,1290.31,1274.86,1280.00,5032330000
07/01/2008,1276.69,1285.31,1260.68,1284.91,5846290000
07/02/2008,1285.82,1292.17,1261.51,1261.52,5276090000
07/03/2008,1262.96,1271.48,1252.01,1262.90,3247590000
07/07/2008,1262.90,1273.95,1240.68,1252.31,5265420000
07/08/2008,1251.84,1274.17,1242.84,1273.70,6034110000
07/09/2008,1273.38,1277.36,1244.57,1244.69,5181000000
07/10/2008,1245.25,1257.65,1236.76,1253.39,5840430000
07/11/2008,1248.66,1257.27,1225.35,1239.49,6742200000
07/14/2008,1241.61,1253.50,1225.01,1228.30,5434860000
07/15/2008,1226.83,1234.35,1200.44,1214.91,7363640000
07/16/2008,1214.65,1245.52,1211.39,1245.36,6738630400
07/17/2008,1246.31,1262.31,1241.49,1260.32,7365209600
07/18/2008,1258.22,1262.23,1251.81,1260.68,5653280000
07/21/2008,1261.82,1267.74,1255.70,1260.00,4630640000
07/22/2008,1257.08,1277.42,1248.83,1277.00,6180230000
07/23/2008,1278.87,1291.17,1276.06,1282.19,6705830000
07/24/2008,1283.22,1283.22,1251.48,1252.54,6127980000
07/25/2008,1253.51,1263.23,1251.75,1257.76,4672560000
07/28/2008,1257.76,1260.09,1234.37,1234.37,4282960000
07/29/2008,1236.38,1263.20,1236.38,1263.20,5414240000
07/30/2008,1264.52,1284.33,1264.52,1284.26,5631330000
07/31/2008,1281.37,1284.93,1265.97,1267.38,5346050000
08/01/2008,1269.42,1270.52,1254.54,1260.31,4684870000
08/04/2008,1253.27,1260.49,1247.45,1249.01,4562280000
08/05/2008,1254.87,1284.88,1254.67,1284.88,1219310000
08/06/2008,1283.99,1291.67,1276.00,1289.19,4873420000
08/07/2008,1286.51,1286.51,1264.29,1266.07,5319380000
08/08/2008,1266.29,1297.85,1262.11,1296.32,4966810000
08/11/2008,1294.42,1313.15,1291.41,1305.32,5067310000
08/12/2008,1304.79,1304.79,1285.64,1289.59,4711290000
08/13/2008,1288.64,1294.03,1274.86,1285.83,4787600000
08/14/2008,1282.11,1300.11,1276.84,1292.93,4064000000
08/15/2008,1293.85,1302.05,1290.74,1298.20,4041820000
08/18/2008,1298.14,1300.22,1274.51,1278.60,3829290000
08/19/2008,1276.65,1276.65,1263.11,1266.69,4159760000
08/20/2008,1267.34,1276.01,1261.16,1274.54,4555030000
08/21/2008,1271.07,1281.40,1265.22,1277.72,4032590000
08/22/2008,1277.59,1293.09,1277.59,1292.20,3741070000
08/25/2008,1290.47,1290.47,1264.87,1266.84,3420600000
08/26/2008,1267.03,1275.65,1263.21,1271.51,3587570000
08/27/2008,1271.29,1285.05,1270.03,1281.66,3499610000
08/28/2008,1283.79,1300.68,1283.79,1300.68,3854280000
08/29/2008,1296.49,1297.59,1282.74,1282.83,3288120000
09/02/2008,1287.83,1303.04,1272.20,1277.58,4783560000
09/03/2008,1276.61,1280.60,1265.59,1274.98,5056980000
09/04/2008,1271.80,1271.80,1232.83,1236.83,5212500000
09/05/2008,1233.21,1244.94,1217.23,1242.31,5017080000
09/08/2008,1249.50,1274.42,1247.12,1267.79,7351340000
09/09/2008,1267.98,1268.66,1224.51,1224.51,7380630400
09/10/2008,1227.50,1243.90,1221.60,1232.04,6543440000
09/11/2008,1229.04,1249.98,1211.54,1249.05,6869249600
09/12/2008,1245.88,1255.09,1233.81,1251.70,6273260000
09/15/2008,1250.92,1250.92,1192.70,1192.70,8279510400
09/16/2008,1188.31,1214.84,1169.28,1213.60,9459830400
09/17/2008,1210.34,1210.34,1155.88,1156.39,9431870400
09/18/2008,1157.08,1211.14,1133.50,1206.51,10082689600
09/19/2008,1213.11,1265.12,1213.11,1255.08,9387169600
09/22/2008,1255.37,1255.37,1205.61,1207.09,5332130000
09/23/2008,1207.61,1221.15,1187.06,1188.22,5185730000
09/24/2008,1188.79,1197.41,1179.79,1185.87,4820360000
09/25/2008,1187.87,1220.03,1187.87,1209.18,5877640000
09/26/2008,1204.47,1215.77,1187.54,1213.27,5383610000
09/29/2008,1209.07,1209.07,1106.42,1106.42,7305060000
09/30/2008,1113.78,1168.03,1113.78,1166.36,4937680000
10/01/2008,1164.17,1167.03,1140.77,1161.06,5782130000
10/02/2008,1160.64,1160.64,1111.43,1114.28,6285640000
10/03/2008,1115.16,1153.82,1098.14,1099.23,6716120000
10/06/2008,1097.56,1097.56,1007.97,1056.89,7956020000
10/07/2008,1057.60,1072.91,996.23,996.23,7069209600
10/08/2008,988.91,1021.06,970.97,984.94,8716329600
10/09/2008,988.42,1005.25,909.19,909.92,6819000000
10/10/2008,902.31,936.36,839.80,899.22,11456230400
10/13/2008,912.75,1006.93,912.75,1003.35,7263369600
10/14/2008,1009.97,1044.31,972.07,998.01,8161990400
10/15/2008,994.60,994.60,903.99,907.84,6542330000
10/16/2008,909.53,947.71,865.83,946.43,7984500000
10/17/2008,942.29,984.64,918.74,940.55,6581780000
10/20/2008,943.51,985.40,943.51,985.40,5175640000
10/21/2008,980.40,985.44,952.47,955.05,5121830000
10/22/2008,951.67,951.67,875.81,896.78,6147980000
10/23/2008,899.08,922.83,858.44,908.11,7184180000
10/24/2008,895.22,896.30,852.85,876.77,6550050000
10/27/2008,874.28,893.78,846.75,848.92,5558050000
10/28/2008,848.92,940.51,845.27,940.51,7096950400
10/29/2008,939.51,969.97,922.26,930.09,7077800000
10/30/2008,939.38,963.23,928.50,954.09,6175830000
10/31/2008,953.11,984.38,944.59,968.75,6394350000
11/03/2008,968.67,975.57,958.82,966.30,4492280000
11/04/2008,971.31,1007.51,971.31,1005.75,5531290000
11/05/2008,1001.84,1001.84,949.86,952.77,5426640000
11/06/2008,952.40,952.40,899.73,904.88,6102230000
11/07/2008,907.44,931.46,906.90,930.99,4931640000
11/10/2008,936.75,951.95,907.47,919.21,4572000000
11/11/2008,917.15,917.15,884.90,898.95,4998340000
11/12/2008,893.39,893.39,850.48,852.30,5764180000
11/13/2008,853.13,913.01,818.69,911.29,7849120000
11/14/2008,904.36,916.88,869.88,873.29,5881030000
11/17/2008,873.23,882.29,848.98,850.75,4927490000
11/18/2008,852.34,865.90,826.84,859.12,6679470000
11/19/2008,859.03,864.57,806.18,806.58,6548600000
11/20/2008,805.87,820.52,747.78,752.44,9093740000
11/21/2008,755.84,801.20,741.02,800.03,9495900000
11/24/2008,801.20,865.60,801.20,851.81,7879440000
11/25/2008,853.40,868.94,834.99,857.39,6952700000
11/26/2008,852.90,887.68,841.37,887.68,5793260000
11/28/2008,886.89,896.25,881.21,896.24,2740860000
12/01/2008,888.61,888.61,815.69,816.21,6052010000
12/02/2008,817.94,850.54,817.94,848.81,6170100000
12/03/2008,843.60,873.12,827.60,870.74,6221880000
12/04/2008,869.75,875.60,833.60,845.22,5860390000
12/05/2008,844.43,879.42,818.41,876.07,6165370000
12/08/2008,882.71,918.57,882.71,909.70,6553600000
12/09/2008,906.48,916.26,885.38,888.67,5693110000
12/10/2008,892.17,908.27,885.45,899.24,5942130000
12/11/2008,898.35,904.63,868.73,873.59,5513840000
12/12/2008,871.79,883.24,851.35,879.73,5959590000
12/15/2008,881.07,884.63,857.72,868.57,4982390000
12/16/2008,871.53,914.66,871.53,913.18,6009780000
12/17/2008,908.16,918.85,895.94,904.42,5907380000
12/18/2008,905.98,911.02,877.44,885.28,5675000000
12/19/2008,886.96,905.47,883.02,887.88,6705310000
12/22/2008,887.20,887.37,857.09,871.63,4869850000
12/23/2008,874.31,880.44,860.10,863.16,4051970000
12/24/2008,863.87,869.79,861.44,868.15,1546550000
12/26/2008,869.51,873.74,866.52,872.80,1880050000
12/29/2008,872.37,873.70,857.07,869.42,3323430000
12/30/2008,870.58,891.12,870.58,890.64,3627800000
12/31/2008,890.59,910.32,889.67,903.25,4172940000
01/02/2009,902.99,934.73,899.35,931.80,4048270000
01/05/2009,929.17,936.63,919.53,927.45,5413910000
01/06/2009,931.17,943.85,927.28,934.70,5392620000
01/07/2009,927.45,927.45,902.37,906.65,4704940000
01/08/2009,905.73,910.00,896.81,909.73,4991550000
01/09/2009,909.91,911.93,888.31,890.35,4716500000
01/12/2009,890.40,890.40,864.32,870.26,4725050000
01/13/2009,869.79,877.02,862.02,871.79,5017470000
01/14/2009,867.28,867.28,836.93,842.62,5407880000
01/15/2009,841.99,851.59,817.04,843.74,7807350400
01/16/2009,844.45,858.13,830.66,850.12,6786040000
01/20/2009,849.64,849.64,804.47,805.22,6375230000
01/21/2009,806.77,841.72,804.30,840.24,6467830000
01/22/2009,839.74,839.74,811.29,827.50,5843830000
01/23/2009,822.16,838.61,806.07,831.95,5832160000
01/26/2009,832.50,852.53,827.69,836.57,6039940000
01/27/2009,837.30,850.45,835.40,845.71,5353260000
01/28/2009,845.73,877.86,845.73,874.09,6199180000
01/29/2009,868.89,868.89,844.15,845.14,5067060000
01/30/2009,845.69,851.66,821.67,825.88,5350580000
02/02/2009,823.09,830.78,812.87,825.44,5673270000
02/03/2009,825.69,842.60,821.98,838.51,5886310000
02/04/2009,837.77,851.85,829.18,832.23,6420450000
02/05/2009,831.75,850.55,819.91,845.85,6624030000
02/06/2009,846.09,870.75,845.42,868.60,6484100000
02/09/2009,868.24,875.01,861.65,869.89,5574370000
02/10/2009,866.87,868.05,822.99,827.16,6770169600
02/11/2009,827.41,838.22,822.30,833.74,5926460000
02/12/2009,829.91,835.48,808.06,835.19,6476460000
02/13/2009,833.95,839.43,825.21,826.84,5296650000
02/17/2009,818.61,818.61,789.17,789.17,5907820000
02/18/2009,791.06,796.17,780.43,788.42,5740710000
02/19/2009,787.91,797.58,777.03,778.94,5746940000
02/20/2009,775.87,778.69,754.25,770.05,8210590400
02/23/2009,773.25,777.85,742.37,743.33,6509300000
02/24/2009,744.69,775.49,744.69,773.14,7234489600
02/25/2009,770.64,780.12,752.89,764.90,7483640000
02/26/2009,765.76,779.42,751.75,752.83,7599969600
02/27/2009,749.93,751.27,734.52,735.09,8926480000
03/02/2009,729.57,729.57,699.70,700.82,7868289600
03/03/2009,704.44,711.67,692.30,696.33,7583230400
03/04/2009,698.60,724.12,698.60,712.87,7673620000
03/05/2009,708.27,708.27,677.93,682.55,7507249600
03/06/2009,684.04,699.09,666.79,683.38,7331830400
03/09/2009,680.76,695.27,672.88,676.53,7277320000
03/10/2009,679.28,719.60,679.28,719.60,8618329600
03/11/2009,719.59,731.92,713.85,721.36,7287809600
03/12/2009,720.89,752.63,714.76,750.74,7326630400
03/13/2009,751.97,758.29,742.46,756.55,6787089600
03/16/2009,758.84,774.53,753.37,753.89,7883540000
03/17/2009,753.88,778.12,749.93,778.12,6156800000
03/18/2009,776.01,803.04,765.64,794.35,9098449600
03/19/2009,797.92,803.24,781.82,784.04,9033870400
03/20/2009,784.58,788.91,766.20,768.54,7643720000
03/23/2009,772.31,823.37,772.31,822.92,7715769600
03/24/2009,820.60,823.65,805.48,806.12,6767980000
03/25/2009,806.81,826.78,791.37,813.88,7687180000
03/26/2009,814.06,832.98,814.06,832.86,6992960000
03/27/2009,828.68,828.68,813.43,815.94,5600210000
03/30/2009,809.07,809.07,779.81,787.53,5912660000
03/31/2009,790.88,810.48,790.88,797.87,6089100000
04/01/2009,793.59,813.62,783.32,811.08,6034140000
04/02/2009,814.53,845.61,814.53,834.38,7542809600
04/03/2009,835.13,842.50,826.70,842.50,5855640000
04/06/2009,839.75,839.75,822.79,835.48,6210000000
04/07/2009,834.12,834.12,814.53,815.55,5155580000
04/08/2009,816.76,828.42,814.84,825.16,5938460000
04/09/2009,829.29,856.91,829.29,856.56,7600710400
04/13/2009,855.33,864.31,845.35,858.73,6434890000
04/14/2009,856.88,856.88,840.25,841.50,7569840000
04/15/2009,839.44,852.93,835.58,852.06,6241100000
04/16/2009,854.54,870.35,847.04,865.30,6598670000
04/17/2009,865.18,875.63,860.87,869.60,7352009600
04/20/2009,868.27,868.27,832.39,832.39,6973960000
04/21/2009,831.25,850.09,826.83,850.08,7436489600
04/22/2009,847.26,861.78,840.57,843.55,7327860000
04/23/2009,844.62,852.87,835.45,851.92,6563100000
04/24/2009,853.91,871.80,853.91,866.23,7114440000
04/27/2009,862.82,868.83,854.65,857.51,5613460000
04/28/2009,854.48,864.48,847.12,855.16,6328000000
04/29/2009,856.85,882.06,856.85,873.64,6101620000
04/30/2009,876.59,888.70,868.51,872.81,6862540000
05/01/2009,872.74,880.48,866.10,877.52,5312170000
05/04/2009,879.21,907.85,879.21,907.24,7038840000
05/05/2009,906.10,907.70,897.34,903.80,6882860000
05/06/2009,903.95,920.28,903.95,919.53,8555040000
05/07/2009,919.58,929.58,901.36,907.39,9120100000
05/08/2009,909.03,930.17,909.03,929.23,8163280000
05/11/2009,922.99,922.99,908.68,909.24,6150600000
05/12/2009,910.52,915.57,896.46,908.35,6871750400
05/13/2009,905.40,905.40,882.80,883.92,7091820000
05/14/2009,884.24,898.36,882.52,893.07,6134870000
05/15/2009,892.76,896.97,878.94,882.88,5439720000
05/18/2009,886.07,910.00,886.07,909.71,5702150000
05/19/2009,909.67,916.39,905.22,908.13,6616270000
05/20/2009,908.62,924.60,901.37,903.47,8205060000
05/21/2009,900.42,900.42,879.61,888.33,6019840000
05/22/2009,888.68,896.65,883.75,887.00,5155320000
05/26/2009,887.00,911.76,881.46,910.33,5667050000
05/27/2009,909.95,913.84,891.87,893.06,5698800000
05/28/2009,892.96,909.45,887.60,906.83,5738980000
05/29/2009,907.02,920.02,903.56,919.14,6050420000
06/01/2009,923.26,947.77,923.26,942.87,6370440000
06/02/2009,942.87,949.38,938.46,944.74,5987340000
06/03/2009,942.51,942.51,923.85,931.76,5323770000
06/04/2009,932.49,942.47,929.32,942.46,5352890000
06/05/2009,945.67,951.69,934.13,940.09,5277910000
06/08/2009,938.12,946.33,926.44,939.14,4483430000
06/09/2009,940.35,946.92,936.15,942.43,4439950000
06/10/2009,942.73,949.77,927.97,939.15,5379420000
06/11/2009,939.04,956.23,939.04,944.89,5500840000
06/12/2009,943.44,946.30,935.66,946.21,4528120000
06/15/2009,942.45,942.45,919.65,923.72,4697880000
06/16/2009,925.60,928.00,911.60,911.97,4951200000
06/17/2009,911.89,918.44,903.78,910.71,5523650000
06/18/2009,910.86,921.93,907.94,918.37,4684010000
06/19/2009,919.96,927.09,915.80,921.23,5713390000
06/22/2009,918.13,918.13,893.04,893.04,4903940000
06/23/2009,893.46,898.69,888.86,895.10,5071020000
06/24/2009,896.31,910.85,896.31,900.94,4636720000
06/25/2009,899.45,921.42,896.27,920.26,4911240000
06/26/2009,918.84,922.00,913.03,918.90,6076660000
06/29/2009,919.86,927.99,916.18,927.23,4211760000
06/30/2009,927.15,930.01,912.86,919.32,4627570000
07/01/2009,920.82,931.92,920.82,923.33,3919400000
07/02/2009,921.24,921.24,896.42,896.42,3931000000
07/06/2009,894.27,898.72,886.36,898.72,4712580000
07/07/2009,898.60,898.60,879.93,881.03,4673300000
07/08/2009,881.90,886.80,869.32,879.56,5721780000
07/09/2009,881.28,887.86,878.45,882.68,4347170000
07/10/2009,880.03,883.57,872.81,879.13,3912080000
07/13/2009,879.57,901.05,875.32,901.05,4499440000
07/14/2009,900.77,905.84,896.50,905.84,4149030000
07/15/2009,910.15,933.95,910.15,932.68,5238830000
07/16/2009,930.17,943.96,927.45,940.74,4898640000
07/17/2009,940.56,941.89,934.65,940.38,5141380000
07/20/2009,942.07,951.62,940.99,951.13,4853150000
07/21/2009,951.97,956.53,943.22,954.58,5309300000
07/22/2009,953.40,959.83,947.75,954.07,4634100000
07/23/2009,954.07,979.42,953.27,976.29,5761650000
07/24/2009,972.16,979.79,965.95,979.26,4458300000
07/27/2009,978.63,982.49,972.29,982.18,4631290000
07/28/2009,981.48,982.35,969.35,979.62,5490350000
07/29/2009,977.66,977.76,968.65,975.15,5178770000
07/30/2009,976.01,996.68,976.01,986.75,6035180000
07/31/2009,986.80,993.18,982.85,987.48,5139070000
08/03/2009,990.22,1003.61,990.22,1002.63,5603440000
08/04/2009,1001.41,1007.12,996.68,1005.65,5713700000
08/05/2009,1005.41,1006.64,994.31,1002.72,7242120000
08/06/2009,1004.06,1008.00,992.49,997.08,6753380000
08/07/2009,999.83,1018.00,999.83,1010.48,6827089600
08/10/2009,1008.89,1010.12,1000.99,1007.10,5406080000
08/11/2009,1005.77,1005.77,992.40,994.35,5773160000
08/12/2009,994.00,1012.78,993.36,1005.81,5498170000
08/13/2009,1005.86,1013.14,1000.82,1012.73,5250660000
08/14/2009,1012.23,1012.60,994.60,1004.09,4940750000
08/17/2009,998.18,998.18,978.51,979.73,4088570000
08/18/2009,980.62,991.20,980.62,989.67,4198970000
08/19/2009,986.88,999.61,980.62,996.46,4257000000
08/20/2009,996.41,1008.92,996.39,1007.37,4893160000
08/21/2009,1009.06,1027.59,1009.06,1026.13,5885550000
08/24/2009,1026.59,1035.82,1022.48,1025.57,6302450000
08/25/2009,1026.63,1037.75,1026.21,1028.00,5768740000
08/26/2009,1027.35,1032.47,1021.57,1028.12,5080060000
08/27/2009,1027.81,1033.33,1016.20,1030.98,5785880000
08/28/2009,1031.62,1039.47,1023.13,1028.93,5785780000
08/31/2009,1025.21,1025.21,1014.62,1020.62,5004560000
09/01/2009,1019.52,1028.45,996.28,998.04,6862360000
09/02/2009,996.07,1000.34,991.97,994.75,5842730000
09/03/2009,996.12,1003.43,992.25,1003.24,4624280000
09/04/2009,1003.84,1016.48,1001.65,1016.40,4097370000
09/08/2009,1018.67,1026.07,1018.67,1025.39,5235160000
09/09/2009,1025.36,1036.34,1023.97,1033.37,5202550000
09/10/2009,1032.99,1044.14,1028.04,1044.14,5191380000
09/11/2009,1043.92,1048.18,1038.40,1042.73,4922600000
09/14/2009,1040.15,1049.74,1035.00,1049.34,4979610000
09/15/2009,1049.03,1056.04,1043.42,1052.63,6185620000
09/16/2009,1053.99,1068.76,1052.87,1068.76,6793529600
09/17/2009,1067.87,1074.77,1061.20,1065.49,6668110000
09/18/2009,1066.60,1071.52,1064.27,1068.30,5607970000
09/21/2009,1067.14,1067.28,1057.46,1064.66,4615280000
09/22/2009,1066.35,1073.81,1066.35,1071.66,5246600000
09/23/2009,1072.69,1080.15,1060.39,1060.87,5531930000
09/24/2009,1062.56,1066.29,1045.85,1050.78,5505610000
09/25/2009,1049.48,1053.47,1041.17,1044.38,4507090000
09/28/2009,1045.38,1065.13,1045.38,1062.98,3726950000
09/29/2009,1063.69,1069.62,1057.83,1060.61,4949900000
09/30/2009,1061.02,1063.40,1046.47,1057.08,5998860000
10/01/2009,1054.91,1054.91,1029.45,1029.85,5791450000
10/02/2009,1029.71,1030.60,1019.95,1025.21,5583240000
10/05/2009,1026.87,1042.58,1025.92,1040.46,4313310000
10/06/2009,1042.02,1060.55,1042.02,1054.72,5029840000
10/07/2009,1053.65,1058.02,1050.10,1057.58,4238220000
10/08/2009,1060.03,1070.67,1060.03,1065.48,4988400000
10/09/2009,1065.28,1071.51,1063.00,1071.49,3763780000
10/12/2009,1071.63,1079.46,1071.63,1076.19,3710430000
10/13/2009,1074.96,1075.30,1066.71,1073.19,4320480000
10/14/2009,1078.68,1093.17,1078.68,1092.02,5406420000
10/15/2009,1090.36,1096.56,1086.41,1096.56,5369780000
10/16/2009,1094.67,1094.67,1081.53,1087.68,4894740000
10/19/2009,1088.22,1100.17,1086.48,1097.91,4619240000
10/20/2009,1098.64,1098.64,1086.16,1091.06,5396930000
10/21/2009,1090.36,1101.36,1080.77,1081.40,5616290000
10/22/2009,1080.96,1095.21,1074.31,1092.91,5192410000
10/23/2009,1095.62,1095.83,1075.49,1079.60,4767460000
10/26/2009,1080.36,1091.75,1065.23,1066.95,6363380000
10/27/2009,1067.54,1072.48,1060.62,1063.41,5337380000
10/28/2009,1061.51,1063.26,1042.19,1042.63,6600350000
10/29/2009,1043.69,1066.83,1043.69,1066.11,5595040000
10/30/2009,1065.41,1065.41,1033.38,1036.19,6512420000
11/02/2009,1036.18,1052.18,1029.38,1042.88,6202640000
11/03/2009,1040.92,1046.36,1033.94,1045.41,5487500000
